"","postalcode","formal.address","location.lat","location.lng","bounds.northeast.lat","bounds.northeast.lng","bounds.southwest.lat","bounds.southwest.lng"
"12334","3053CM","3053 CM Rotterdam, Netherlands",51.9569,4.4692,51.9581,4.4706,51.9555,4.467
"12335","3053CN","3053 CN Rotterdam, Netherlands",51.957,4.469,51.9581,4.4706,51.9555,4.467
"12336","3053CP","3053 CP Rotterdam, Netherlands",51.957,4.4689,51.9581,4.4706,51.9555,4.467
"12337","3053CR","3053 CR Rotterdam, Netherlands",51.9571,4.4687,51.9581,4.469,51.9555,4.467
"12338","3053CS","3053 CS Rotterdam, Netherlands",51.9572,4.4685,51.9581,4.469,51.9555,4.467
"12339","3053CT","3053 CT Rotterdam, Netherlands",51.9573,4.4684,51.9581,4.469,51.9555,4.467
"12340","3053CV","3053 CV Rotterdam, Netherlands",51.9573,4.4683,51.9581,4.469,51.9555,4.467
"12341","3053CW","3053 CW Rotterdam, Netherlands",51.9574,4.4681,51.9581,4.4706,51.9555,4.467
"12342","3053CX","3053 CX Rotterdam, Netherlands",51.9593,4.4652,51.961,4.4676,51.9581,4.4628
"12343","3053CZ","3053 CZ Rotterdam, Netherlands",51.959,4.4649,51.961,4.4676,51.9581,4.4625
"12344","3053DA","3053 DA Rotterdam, Netherlands",51.9595,4.4662,51.9609,4.4678,51.9581,4.4644
"12345","3053DC","3053 DC Rotterdam, Netherlands",51.9597,4.4672,51.9608,4.4694,51.9581,4.4658
"12346","3053DE","3053 DE Rotterdam, Netherlands",51.9601,4.4678,51.9608,4.4694,51.9594,4.466
"12347","3053DK","3053 DK Rotterdam, Netherlands",51.959,4.4634,51.961,4.4646,51.957,4.4623
"12348","3053DL","3053 DL Rotterdam, Netherlands",51.9581,4.4633,51.9583,4.4642,51.957,4.4623
"12349","3053DM","3053 DM Rotterdam, Netherlands",51.958,4.4641,51.9583,4.4658,51.9569,4.4623
"12350","3053DN","3053 DN Rotterdam, Netherlands",51.9586,4.4635,51.961,4.466,51.9569,4.4623
"12351","3053DP","3053 DP Rotterdam, Netherlands",51.9584,4.465,51.9597,4.4674,51.9568,4.4625
