"","postalcode","formal.address","location.lat","location.lng","bounds.northeast.lat","bounds.northeast.lng","bounds.southwest.lat","bounds.southwest.lng"
"1524","2622AD","2622 AD Delft, Netherlands",51.9823,4.3482,51.9826,4.3494,51.9811,4.346
"1525","2622AE","2622 AE Delft, Netherlands",51.9828,4.3483,51.9839,4.3497,51.9811,4.3462
"1526","2622AH","2622 AH Delft, Netherlands",51.9819,4.3489,51.9825,4.3494,51.9811,4.3476
"1527","2622AK","2622 AK Delft, Netherlands",51.9824,4.3504,51.9838,4.3529,51.981,4.3476
"1528","2622AL","2622 AL Delft, Netherlands",51.9826,4.3513,51.9838,4.3529,51.981,4.3494
"1529","2622AM","2622 AM Delft, Netherlands",51.9824,4.3497,51.9838,4.3513,51.9811,4.3476
"1530","2622AN","2622 AN Delft, Netherlands",51.9825,4.351,51.9838,4.3529,51.9811,4.3492
"1531","2622AS","2622 AS Delft, Netherlands",51.9838,4.3512,51.9851,4.3515,51.9824,4.3494
"1532","2622AT","2622 AT Delft, Netherlands",51.9837,4.3527,51.985,4.3547,51.9823,4.3511
"1533","2622AV","2622 AV Delft, Netherlands",51.9839,4.3509,51.9851,4.3515,51.9824,4.3494
"1534","2622AW","2622 AW Delft, Netherlands",51.9836,4.3524,51.985,4.3547,51.9823,4.3494
"1535","2622AX","2622 AX Delft, Netherlands",51.9838,4.3519,51.985,4.3531,51.9823,4.3511
"1536","2622BA","2622 BA Delft, Netherlands",51.9839,4.3488,51.9851,4.3515,51.9824,4.3462
"1537","2622BB","2622 BB Delft, Netherlands",51.9843,4.3507,51.9964,4.3531,51.9836,4.3303
"1538","2622BC","2622 BC Delft, Netherlands",51.9837,4.3484,51.9839,4.3497,51.9824,4.3462
"1539","2622BD","2622 BD Delft, Netherlands",51.9843,4.3513,51.9851,4.3531,51.9824,4.3478
"1540","2622BE","2622 BE Delft, Netherlands",51.984,4.348,51.9852,4.3482,51.9825,4.3462
"1541","2622BH","2622 BH Delft, Netherlands",51.9844,4.3485,51.9852,4.3499,51.9838,4.3464
"1542","2622BK","2622 BK Delft, Netherlands",51.9845,4.3495,51.9865,4.3515,51.9837,4.348
"1543","2622BM","2622 BM Delft, Netherlands",51.9847,4.3501,51.9851,4.3515,51.9837,4.348
"1544","2622BN","2622 BN Delft, Netherlands",51.9845,4.3511,51.9864,4.3517,51.9837,4.3497
"1545","2622BR","2622 BR Delft, Netherlands",51.985,4.3529,51.9863,4.3547,51.9836,4.3513
"1546","2622BT","2622 BT Delft, Netherlands",51.9849,4.3515,51.9863,4.3533,51.9836,4.3497
"1547","2622BX","2622 BX Delft, Netherlands",51.9843,4.3524,51.985,4.3531,51.9836,4.3513
"1548","2622CA","2622 CA Delft, Netherlands",51.9831,4.3461,51.9839,4.348,51.9825,4.3446
"1549","2622CB","2622 CB Delft, Netherlands",51.9833,4.3455,51.9839,4.348,51.9825,4.3446
"1550","2622CD","2622 CD Delft, Netherlands",51.9829,4.344,51.984,4.3464,51.9826,4.343
"1551","2622CG","2622 CG Delft, Netherlands",51.9829,4.343,51.9841,4.3448,51.9813,4.3414
"1552","2622CH","2622 CH Delft, Netherlands",51.9828,4.3424,51.9841,4.3432,51.9814,4.3412
"1553","2622CJ","2622 CJ Delft, Netherlands",51.9825,4.3416,51.9841,4.3432,51.9814,4.3396
"1554","2622CL","2622 CL Delft, Netherlands",51.9831,4.3429,51.9841,4.3464,51.9826,4.3398
"1555","2622CN","2622 CN Delft, Netherlands",51.9833,4.3422,51.9841,4.3432,51.9827,4.3414
"1556","2622CP","2622 CP Delft, Netherlands",51.9834,4.3428,51.9841,4.3432,51.9827,4.3414
"1557","2622CR","2622 CR Delft, Netherlands",51.9834,4.343,51.9841,4.3448,51.9826,4.3414
"1558","2622CS","2622 CS Delft, Netherlands",51.9835,4.3437,51.984,4.3448,51.9826,4.343
"1559","2622CT","2622 CT Delft, Netherlands",51.9835,4.3438,51.984,4.3448,51.9826,4.343
"1560","2622CV","2622 CV Delft, Netherlands",51.9839,4.3446,51.9853,4.3464,51.9826,4.343
"1561","2622CW","2622 CW Delft, Netherlands",51.984,4.3463,51.9853,4.3482,51.9825,4.3446
"1562","2622DA","2622 DA Delft, Netherlands",51.9833,4.3416,51.9841,4.3432,51.9827,4.3414
"1563","2622DC","2622 DC Delft, Netherlands",51.9831,4.3384,51.9842,4.3416,51.9827,4.3365
"1564","2622DE","2622 DE Delft, Netherlands",51.9823,4.3404,51.9829,4.3414,51.9814,4.3379
"1565","2622DH","2622 DH Delft, Netherlands",51.9828,4.341,51.9841,4.3416,51.9814,4.3396
"1566","2622DJ","2622 DJ Delft, Netherlands",51.9825,4.3384,51.9829,4.3398,51.9815,4.3363
"1567","2622DL","2622 DL Delft, Netherlands",51.9823,4.3369,51.983,4.3382,51.9815,4.3347
"1568","2622DM","2622 DM Delft, Netherlands",51.9821,4.3367,51.983,4.3382,51.9815,4.3347
"1569","2622DN","2622 DN Delft, Netherlands",51.9817,4.3362,51.983,4.3382,51.9803,4.3345
"1570","2622DR","2622 DR Delft, Netherlands",51.9822,4.338,51.9842,4.3398,51.9802,4.3363
"1571","2622DS","2622 DS Delft, Netherlands",51.9858,4.3486,51.9865,4.3501,51.9838,4.3464
"1572","2622DT","2622 DT Delft, Netherlands",51.9862,4.3509,51.9865,4.3517,51.985,4.3482
"1573","2622DV","2622 DV Delft, Netherlands",51.9854,4.3491,51.9878,4.3519,51.985,4.3466
"1574","2622DW","2622 DW Delft, Netherlands",51.9857,4.3511,51.9864,4.3533,51.985,4.3499
"1575","2622DX","2622 DX Delft, Netherlands",51.9852,4.3483,51.9865,4.3501,51.9838,4.3464
"1576","2622DZ","2622 DZ Delft, Netherlands",51.9854,4.35,51.9865,4.3533,51.985,4.3482
"1577","2622EB","2622 EB Delft, Netherlands",51.9809,4.3438,51.9814,4.3444,51.98,4.3426
"1578","2622EC","2622 EC Delft, Netherlands",51.981,4.3439,51.9814,4.3444,51.98,4.3426
"1579","2622ED","2622 ED Delft, Netherlands",51.9822,4.3425,51.984,4.3464,51.9812,4.3396
"1580","2622EH","2622 EH Delft, Netherlands",51.9811,4.3426,51.9814,4.3444,51.98,4.341
"1581","2622EJ","2622 EJ Delft, Netherlands",51.9811,4.343,51.9814,4.3444,51.98,4.341
"1582","2622EK","2622 EK Delft, Netherlands",51.9813,4.3441,51.9827,4.3446,51.98,4.3426
"1583","2622EL","2622 EL Delft, Netherlands",51.9814,4.3447,51.9827,4.3462,51.9799,4.3428
"1584","2622EM","2622 EM Delft, Netherlands",51.9816,4.3455,51.9826,4.3462,51.9812,4.3444
"1585","2622EN","2622 EN Delft, Netherlands",51.982,4.346,52.0776,4.3478,51.9812,4.2861
"1586","2622EP","2622 EP Delft, Netherlands",51.9821,4.346,51.9826,4.3478,51.9812,4.3444
"1587","2622ER","2622 ER Delft, Netherlands",51.9818,4.342,51.9827,4.3525,51.9797,4.341
"1588","2622ES","2622 ES Delft, Netherlands",51.9813,4.3422,51.9814,4.3428,51.98,4.341
"1589","2622EV","2622 EV Delft, Netherlands",51.9805,4.3425,52.0126,4.3607,51.98,4.341
"1590","2622EW","2622 EW Delft, Netherlands",51.9813,4.343,51.9827,4.3446,51.98,4.3412
"1591","2622EX","2622 EX Delft, Netherlands",51.9813,4.3429,51.9827,4.3446,51.98,4.3412
"1592","2622EZ","2622 EZ Delft, Netherlands",51.9811,4.3446,51.9827,4.346,51.9799,4.3426
"1593","2622GD","2622 GD Delft, Netherlands",51.9809,4.3492,51.9824,4.3511,51.9798,4.3474
"1594","2622GG","2622 GG Delft, Netherlands",51.9801,4.3495,51.9812,4.3509,51.9798,4.3474
"1595","2622GH","2622 GH Delft, Netherlands",51.98,4.3493,51.9812,4.3525,51.9797,4.3474
"1596","2622GJ","2622 GJ Delft, Netherlands",51.9812,4.3453,51.9826,4.3462,51.9799,4.3442
"1597","2622GK","2622 GK Delft, Netherlands",51.9816,4.3456,51.9826,4.3462,51.9799,4.3442
"1598","2622GL","2622 GL Delft, Netherlands",51.9823,4.3453,51.9839,4.3464,51.9812,4.3444
"1599","2622GN","2622 GN Delft, Netherlands",51.9824,4.3463,51.9839,4.348,51.9812,4.3444
"1600","2622GP","2622 GP Delft, Netherlands",51.9817,4.3465,51.9826,4.3494,51.9811,4.346
"1601","2622GW","2622 GW Delft, Netherlands",51.9789,4.3468,51.98,4.349,51.9772,4.3438
"1602","2622GX","2622 GX Delft, Netherlands",51.9785,4.3439,51.9787,4.3456,51.9773,4.3422
"1603","2622HD","2622 HD Delft, Netherlands",51.9809,4.3477,51.9812,4.3492,51.9798,4.3474
"1604","2622HJ","2622 HJ Delft, Netherlands",51.9797,4.3483,51.9812,4.3492,51.9785,4.3472
"1605","2622HK","2622 HK Delft, Netherlands",51.9794,4.3486,51.9812,4.3506,51.9784,4.3472
"1606","2622HM","2622 HM Delft, Netherlands",51.9805,4.3451,51.9813,4.346,51.9786,4.344
"1607","2622HN","2622 HN Delft, Netherlands",51.9805,4.3458,51.9813,4.3476,51.9799,4.3442
"1608","2622HP","2622 HP Delft, Netherlands",51.9803,4.3461,51.9813,4.3492,51.9786,4.344
"1609","2622HR","2622 HR Delft, Netherlands",51.9801,4.3464,51.9813,4.3492,51.9786,4.344
"1610","2622HT","2622 HT Delft, Netherlands",51.9798,4.3473,51.9812,4.3492,51.9785,4.3456
"1611","2622HV","2622 HV Delft, Netherlands",51.9795,4.3455,51.98,4.3474,51.9786,4.344
"1612","2622HW","2622 HW Delft, Netherlands",51.9797,4.3473,51.9812,4.3492,51.9785,4.3456
"1613","2622HX","2622 HX Delft, Netherlands",51.9794,4.3455,51.98,4.3474,51.9786,4.344
"1614","2622JA","2622 JA Delft, Netherlands",51.9793,4.3495,51.9799,4.3523,51.9784,4.3472
"1615","2622JL","2622 JL Delft, Netherlands",51.9789,4.34,51.9802,4.3426,51.9775,4.3375
"1616","2622JM","2622 JM Delft, Netherlands",51.9793,4.3425,51.9801,4.3458,51.9786,4.3408
"1617","2622JN","2622 JN Delft, Netherlands",51.9788,4.34,51.9802,4.3426,51.9774,4.3373
"1618","2622JT","2622 JT Delft, Netherlands",51.9789,4.3386,51.9802,4.3408,51.9775,4.3373
"1619","2622JV","2622 JV Delft, Netherlands",51.9795,4.3409,51.9802,4.3426,51.9787,4.3391
"1620","2622JW","2622 JW Delft, Netherlands",51.9797,4.3409,51.9802,4.3426,51.9787,4.3391
"1621","2622JX","2622 JX Delft, Netherlands",51.9797,4.3422,51.9801,4.3426,51.9787,4.3408
"1622","2622JZ","2622 JZ Delft, Netherlands",51.9798,4.3429,51.9801,4.3442,51.9787,4.3408
"1623","2622KA","2622 KA Delft, Netherlands",51.9783,4.347,51.9799,4.349,51.9772,4.3454
"1624","2622KC","2622 KC Delft, Netherlands",51.978,4.3454,51.9787,4.3472,51.9772,4.3438
"1625","2622KE","2622 KE Delft, Netherlands",51.9781,4.3442,51.9787,4.3456,51.9773,4.3438
"1626","2622KG","2622 KG Delft, Netherlands",51.978,4.3433,51.9787,4.344,51.9774,4.3422
"1627","2622KJ","2622 KJ Delft, Netherlands",51.979,4.3496,51.9798,4.3506,51.9784,4.3488
"1628","2622KM","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"1629","2622LA","2622 LA Delft, Netherlands",51.9811,4.3367,51.9817,4.3379,51.9802,4.3345
"1630","2622LC","2622 LC Delft, Netherlands",51.9801,4.3372,51.9803,4.3394,51.9788,4.3359
"1631","2622LE","2622 LE Delft, Netherlands",51.9805,4.3378,51.9816,4.3396,51.9788,4.3359
"1632","2622LG","2622 LG Delft, Netherlands",51.9806,4.3385,51.9829,4.3398,51.9788,4.3363
"1633","2622LH","2622 LH Delft, Netherlands",51.9806,4.3387,51.9815,4.3396,51.9788,4.3375
"1634","2622LJ","2622 LJ Delft, Netherlands",51.9811,4.3394,51.9829,4.3412,51.9801,4.3377
"1635","2622LK","2622 LK Delft, Netherlands",51.9803,4.3397,51.9815,4.3412,51.9788,4.3391
"1636","2622LL","2622 LL Delft, Netherlands",51.9809,4.3405,51.9828,4.3414,51.9788,4.3391
"1637","2622LN","2622 LN Delft, Netherlands",51.9806,4.3401,51.9815,4.3428,51.98,4.3377
"1638","2622LR","2622 LR Delft, Netherlands",51.9814,4.3413,51.9828,4.343,51.98,4.3396
"1639","2622LS","2622 LS Delft, Netherlands",51.9805,4.3417,51.9814,4.3428,51.98,4.341
"1640","2622PA","2622 PA Delft, Netherlands",51.984,4.3402,51.9854,4.3418,51.9827,4.3382
"1641","2623AA","2623 AA Delft, Netherlands",51.9875,4.3598,51.9887,4.3618,51.9873,4.3583
"1642","2623AB","2623 AB Delft, Netherlands",51.9875,4.3585,51.9888,4.3602,51.986,4.3565
"1643","2623AC","2623 AC Delft, Netherlands",51.9873,4.358,51.9888,4.3586,51.9861,4.3565
"1644","2623AK","2623 AK Delft, Netherlands",51.9869,4.357,51.9875,4.3583,51.9861,4.3565
"1645","2623AL","2623 AL Delft, Netherlands",51.9868,4.3569,51.9875,4.3583,51.9861,4.3565
"1646","2623AM","2623 AM Delft, Netherlands",51.987,4.3579,51.9875,4.3583,51.9861,4.3565
"1647","2623AR","2623 AR Delft, Netherlands",51.9867,4.3588,51.9875,4.3616,51.986,4.3565
"1648","2623AS","2623 AS Delft, Netherlands",51.9865,4.357,51.9875,4.3583,51.9861,4.3549
"1649","2623AV","2623 AV Delft, Netherlands",51.9869,4.3591,51.9874,4.36,51.986,4.3581
"1650","2623AW","2623 AW Delft, Netherlands",51.9865,4.357,51.9875,4.3583,51.9861,4.3549
"1651","2623BA","2623 BA Delft, Netherlands",51.9868,4.356,51.9875,4.3567,51.9848,4.3531
"1652","2623BB","2623 BB Delft, Netherlands",51.9862,4.3562,51.9875,4.3581,51.9848,4.3547
"1653","2623BK","2623 BK Delft, Netherlands",51.9873,4.36,51.9887,4.3618,51.986,4.3581
"1654","2623BM","2623 BM Delft, Netherlands",51.9867,4.3559,51.9875,4.3581,51.9848,4.3547
"1655","2623CA","2623 CA Delft, Netherlands",51.985,4.3599,51.986,4.3614,51.9847,4.3595
"1656","2623CB","2623 CB Delft, Netherlands",51.9852,4.3608,51.986,4.3614,51.9847,4.3595
"1657","2623CC","2623 CC Delft, Netherlands",51.9852,4.3606,51.986,4.3614,51.9847,4.3595
"1658","2623CE","2623 CE Delft, Netherlands",51.9857,4.3614,51.9874,4.363,51.9846,4.3595
"1659","2623CJ","2623 CJ Delft, Netherlands",51.9876,4.3608,51.9887,4.3618,51.9873,4.36
"1660","2623CK","2623 CK Delft, Netherlands",51.9876,4.3614,51.9887,4.3634,51.986,4.3598
"1661","2623CN","2623 CN Delft, Netherlands",51.9869,4.3612,51.9874,4.3632,51.9859,4.3598
"1662","2623CV","2623 CV Delft, Netherlands",51.9873,4.3626,51.9886,4.365,51.9859,4.3614
"1663","2623CX","2623 CX Delft, Netherlands",51.9876,4.3634,51.9886,4.365,51.9859,4.3614
"1664","2623EA","2623 EA Delft, Netherlands",51.9872,4.3633,51.9886,4.365,51.9859,4.3614
"1665","2623EC","2623 EC Delft, Netherlands",51.9877,4.3644,51.9886,4.3666,51.9859,4.363
"1666","2623ED","2623 ED Delft, Netherlands",51.9871,4.3639,51.9886,4.365,51.9859,4.363
"1667","2623EE","2623 EE Delft, Netherlands",51.9874,4.3643,51.9886,4.365,51.9859,4.363
"1668","2623EL","2623 EL Delft, Netherlands",51.9858,4.3639,51.9872,4.368,51.9845,4.3612
"1669","2623EN","2623 EN Delft, Netherlands",51.9854,4.3627,51.986,4.3646,51.9845,4.3612
"1670","2623EP","2623 EP Delft, Netherlands",51.9858,4.3622,51.9873,4.3632,51.9846,4.3612
"1671","2623ER","2623 ER Delft, Netherlands",51.9855,4.364,51.9859,4.3646,51.9845,4.3628
"1672","2623ET","2623 ET Delft, Netherlands",51.9858,4.3648,51.9872,4.3664,51.9845,4.3644
"1673","2623EV","2623 EV Delft, Netherlands",51.9858,4.3658,51.9872,4.3664,51.9845,4.3644
"1674","2623GB","2623 GB Delft, Netherlands",51.9846,4.3631,51.9859,4.3646,51.9832,4.3626
"1675","2623GC","2623 GC Delft, Netherlands",51.9848,4.3642,51.9859,4.3646,51.9845,4.3628
"1676","2623GD","2623 GD Delft, Netherlands",51.9849,4.3652,51.9859,4.3662,51.9845,4.3644
"1677","2623GG","2623 GG Delft, Netherlands",51.9849,4.3657,51.9859,4.3678,51.9844,4.3644
"1678","2623GH","2623 GH Delft, Netherlands",51.9846,4.3647,51.9859,4.3662,51.9832,4.3628
"1679","2623GJ","2623 GJ Delft, Netherlands",51.9843,4.3628,51.9859,4.3646,51.9832,4.361
"1680","2623GK","2623 GK Delft, Netherlands",51.9836,4.3624,51.9847,4.3644,51.982,4.3607
"1681","2623GL","2623 GL Delft, Netherlands",51.9854,4.3661,51.9859,4.3692,51.983,4.3644
"1682","2623GP","2623 GP Delft, Netherlands",51.9841,4.3633,51.9846,4.3644,51.9832,4.3626
"1683","2623GR","2623 GR Delft, Netherlands",51.9841,4.3644,51.9859,4.366,51.9832,4.3626
"1684","2623GS","2623 GS Delft, Netherlands",51.9843,4.3655,51.9859,4.3662,51.9832,4.3642
"1685","2623GT","2623 GT Delft, Netherlands",51.9846,4.3662,51.9859,4.3678,51.9831,4.3644
"1686","2623GV","2623 GV Delft, Netherlands",51.9836,4.3636,51.9847,4.366,51.9832,4.361
"1687","2623GW","2623 GW Delft, Netherlands",51.9839,4.3659,51.9845,4.3676,51.9831,4.3642
"1688","2623HB","2623 HB Delft, Netherlands",51.9829,4.3652,52.1635,4.5137,51.9818,4.364
"1689","2623HC","2623 HC Delft, Netherlands",51.983,4.3638,51.9845,4.366,51.9818,4.3607
"1690","2623HD","2623 HD Delft, Netherlands",51.9836,4.3666,51.9845,4.369,51.9817,4.3642
"1691","2623HJ","2623 HJ Delft, Netherlands",51.9827,4.3634,51.9833,4.3642,51.9819,4.3624
"1692","2623HK","2623 HK Delft, Netherlands",51.9827,4.3625,51.9833,4.3642,51.9819,4.3607
"1693","2623HL","2623 HL Delft, Netherlands",51.982,4.3627,51.9833,4.3642,51.9806,4.3622
"1694","2623HM","2623 HM Delft, Netherlands",51.9826,4.3659,51.9832,4.369,51.9817,4.364
"1695","2623HN","2623 HN Delft, Netherlands",51.9823,4.3637,51.9833,4.3658,51.9818,4.3624
"1696","2623HR","2623 HR Delft, Netherlands",51.9824,4.3641,51.9833,4.3658,51.9818,4.3624
"1697","2623HS","2623 HS Delft, Netherlands",51.982,4.3637,51.9833,4.3642,51.9806,4.3622
"1698","2623HT","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"1699","2623HW","2623 HW Delft, Netherlands",51.9825,4.3664,51.9832,4.3674,51.9818,4.3656
"1700","2623HX","2623 HX Delft, Netherlands",51.9826,4.3676,51.9832,4.369,51.9817,4.3656
"1701","2623JA","2623 JA Delft, Netherlands",51.9818,4.3645,51.9832,4.3658,51.9805,4.3622
"1702","2623JH","2623 JH Delft, Netherlands",51.982,4.3669,51.9832,4.369,51.9804,4.3654
"1703","2623JJ","2623 JJ Delft, Netherlands",51.9815,4.3644,51.982,4.3672,51.9805,4.3622
"1704","2623JK","2623 JK Delft, Netherlands",51.9811,4.3617,51.982,4.364,51.9806,4.3605
"1705","2623JL","2623 JL Delft, Netherlands",51.9808,4.3596,51.9821,4.3624,51.9794,4.3571
"1706","2623JM","2623 JM Delft, Netherlands",51.9807,4.3609,51.9807,4.3622,51.9793,4.3603
"1707","2623JR","2623 JR Delft, Netherlands",51.981,4.3631,51.982,4.364,51.9806,4.3622
"1708","2623JX","2623 JX Delft, Netherlands",51.9815,4.3668,51.9832,4.3674,51.9805,4.3654
"1709","2623JZ","2623 JZ Delft, Netherlands",51.9815,4.3659,51.9818,4.3672,51.9805,4.3654
"1710","2623LN","2623 LN Delft, Netherlands",51.9828,4.3551,51.9836,4.3561,51.9822,4.3543
"1711","2623LP","2623 LP Delft, Netherlands",51.9825,4.3552,51.9836,4.3561,51.9822,4.3543
"1712","2623LR","2623 LR Delft, Netherlands",51.9823,4.3571,51.9836,4.3577,51.9808,4.3541
"1713","2623LS","2623 LS Delft, Netherlands",51.9827,4.3562,51.9836,4.3577,51.9821,4.3543
"1714","2623LV","2623 LV Delft, Netherlands",51.983,4.3574,51.9835,4.3593,51.9821,4.3559
"1715","2623LX","2623 LX Delft, Netherlands",51.9828,4.3563,51.9836,4.3577,51.9821,4.3543
"1716","2623LZ","2623 LZ Delft, Netherlands",51.9835,4.355,51.9849,4.3563,51.9822,4.3527
"1717","2623MB","Rotterdam, Netherlands",51.9244,4.4777,51.9943,4.6013,51.8616,4.3795
"1718","2623MC","2623 MC Delft, Netherlands",51.9839,4.3581,51.9848,4.3595,51.9834,4.3561
"1719","2623MD","2623 MD Delft, Netherlands",51.9835,4.3578,51.9848,4.3595,51.9821,4.3559
"1720","2623ME","2623 ME Delft, Netherlands",51.9835,4.3573,51.9848,4.3595,51.9821,4.3543
"1721","2623MH","2623 MH Delft, Netherlands",51.9837,4.3585,51.9848,4.3595,51.9821,4.3575
"1722","2623MK","2623 MK Delft, Netherlands",51.9829,4.3585,51.9835,4.3593,51.9821,4.3575
"1723","2623ML","2623 ML Delft, Netherlands",51.9831,4.3583,51.9848,4.361,51.982,4.3559
"1724","2623MR","2623 MR Delft, Netherlands",51.9834,4.3603,51.9847,4.3612,51.982,4.3591
"1725","2623MS","2623 MS Delft, Netherlands",51.9834,4.3612,51.9847,4.3628,51.982,4.3607
"1726","2623MT","2623 MT Delft, Netherlands",51.9833,4.3608,51.9847,4.3628,51.982,4.3591
"1727","2623MX","2623 MX Delft, Netherlands",51.9835,4.3615,51.9847,4.3628,51.982,4.3591
"1728","2623MZ","2623 MZ Delft, Netherlands",51.9839,4.3617,51.9847,4.3628,51.9833,4.3593
"1729","2623NE","2623 NE Delft, Netherlands",51.982,4.3614,51.9833,4.3626,51.9807,4.3605
"1730","2623NG","2623 NG Delft, Netherlands",51.9818,4.3606,51.9821,4.3624,51.9807,4.3589
"1731","2623NH","2623 NH Delft, Netherlands",51.9817,4.3599,51.9821,4.3607,51.9807,4.3573
"1732","2623NJ","2623 NJ Delft, Netherlands",51.9815,4.3586,51.9833,4.3626,51.9807,4.3573
"1733","2623NK","2623 NK Delft, Netherlands",51.9812,4.3575,51.9822,4.3591,51.9808,4.3557
"1734","2623NL","2623 NL Delft, Netherlands",51.9816,4.3571,51.9822,4.3575,51.9808,4.3557
"1735","2623NM","2623 NM Delft, Netherlands",51.9809,4.3576,51.9822,4.3591,51.9795,4.3555
"1736","2623NN","2623 NN Delft, Netherlands",51.9813,4.358,51.9821,4.3591,51.9808,4.3573
"1737","2623NR","2623 NR Delft, Netherlands",51.9813,4.3591,51.9821,4.3607,51.9807,4.3573
"1738","2623NS","2623 NS Delft, Netherlands",51.982,4.3592,51.9835,4.361,51.9807,4.3573
"1739","2623NT","2623 NT Delft, Netherlands",51.9813,4.3599,51.9821,4.3607,51.9807,4.3589
"1740","2623NW","2623 NW Delft, Netherlands",51.9834,4.3594,51.9848,4.3612,51.9807,4.3575
"1741","2623NZ","2623 NZ Delft, Netherlands",51.9822,4.3601,51.9834,4.3622,51.9793,4.3589
"1742","2623PA","2623 PA Delft, Netherlands",51.9816,4.361,51.982,4.3624,51.9807,4.3605
"1743","2623PC","2623 PC Delft, Netherlands",51.9817,4.3617,51.9833,4.364,51.9806,4.3605
"1744","2623PD","2623 PD Delft, Netherlands",51.9817,4.3619,51.9833,4.364,51.9806,4.3605
"1745","2623PE","2623 PE Delft, Netherlands",51.9824,4.3618,51.9833,4.3642,51.9819,4.3607
"1746","2623PG","2623 PG Delft, Netherlands",51.9816,4.3564,51.9836,4.3575,51.9808,4.3527
"1747","2623PH","2623 PH Delft, Netherlands",51.9815,4.3567,51.9823,4.3575,51.9808,4.3541
"1748","2623PJ","2623 PJ Delft, Netherlands",51.982,4.3563,51.9823,4.3575,51.9808,4.3541
"1749","2623RA","2623 RA Delft, Netherlands",51.98,4.3571,51.9809,4.3589,51.9795,4.3555
"1750","2623RB","2623 RB Delft, Netherlands",51.9802,4.3578,51.9809,4.3589,51.9795,4.3555
"1751","2623RC","2623 RC Delft, Netherlands",51.9798,4.358,51.9808,4.3589,51.9795,4.3571
"1752","2623WV","2623 WV Delft, Netherlands",51.9853,4.3599,51.9861,4.3614,51.9847,4.3579
"1753","2623WZ","2623 WZ Delft, Netherlands",51.986,4.3603,51.9874,4.3616,51.9847,4.3595
"1754","2623XB","2623 XB Delft, Netherlands",51.9852,4.3571,51.9862,4.3581,51.9848,4.3547
"1755","2623XG","2623 XG Delft, Netherlands",51.9847,4.3545,51.9862,4.3565,51.9835,4.3529
"1756","2623XN","2623 XN Delft, Netherlands",51.9856,4.3587,51.9861,4.3598,51.9847,4.3579
"1757","2623XP","2623 XP Delft, Netherlands",51.985,4.3584,51.9861,4.3598,51.9834,4.3577
"1758","2623XR","2623 XR Delft, Netherlands",51.9846,4.3575,51.9848,4.3595,51.9834,4.3561
"1759","2623XW","2623 XW Delft, Netherlands",51.9847,4.3575,51.9848,4.3595,51.9834,4.3561
"1760","2623XX","2623 XX Delft, Netherlands",51.9838,4.3553,51.985,4.3579,51.9835,4.3529
"1761","2624AB","2624 AB Delft, Netherlands",52.0026,4.3553,52.0035,4.3731,51.9975,4.354
"1762","2624AJ","2624 AJ Delft, Netherlands",52.0004,4.3548,52.0022,4.3558,51.9995,4.3538
"1763","2624AR","2624 AR Delft, Netherlands",51.9982,4.3594,51.9993,4.3602,51.998,4.3584
"1764","2624AS","2624 AS Delft, Netherlands",51.998,4.3595,51.9993,4.3602,51.998,4.3584
"1765","2624AT","2624 AT Delft, Netherlands",51.9977,4.3597,51.9993,4.3602,51.9966,4.3582
"1766","2624AW","2624 AW Delft, Netherlands",52.0001,4.3553,52.0008,4.3572,51.9994,4.3538
"1767","2624AX","2624 AX Delft, Netherlands",51.998,4.3594,51.9993,4.3616,51.9953,4.3582
"1768","2624BH","2624 BH Delft, Netherlands",51.9963,4.3552,51.9968,4.3566,51.9955,4.3547
"1769","2624BK","2624 BK Delft, Netherlands",51.9964,4.3556,51.9968,4.3566,51.9955,4.3547
"1770","2624BM","2624 BM Delft, Netherlands",51.9964,4.3559,51.9968,4.3582,51.9954,4.3547
"1771","2624BP","2624 BP Delft, Netherlands",51.9964,4.3561,51.9968,4.3566,51.9955,4.3547
"1772","2624BR","2624 BR Delft, Netherlands",51.9965,4.3562,51.9968,4.3566,51.9955,4.3547
"1773","2624BT","2624 BT Delft, Netherlands",51.9966,4.3563,51.9968,4.3566,51.9955,4.3547
"1774","2624CB","2624 CB Delft, Netherlands",51.9955,4.3589,51.9967,4.3598,51.994,4.3578
"1775","2624CC","2624 CC Delft, Netherlands",51.9952,4.3591,51.9967,4.3598,51.994,4.3578
"1776","2624CD","2624 CD Delft, Netherlands",51.9951,4.3581,51.9968,4.3598,51.994,4.3564
"1777","2624CE","2624 CE Delft, Netherlands",51.9935,4.359,51.9954,4.361,51.9926,4.3576
"1778","2624CG","2624 CG Delft, Netherlands",51.9919,4.3601,51.9927,4.3608,51.9913,4.359
"1779","2624CL","2624 CL Delft, Netherlands",51.9932,4.3587,51.9941,4.3594,51.9914,4.3574
"1780","2624CR","2624 CR Delft, Netherlands",51.9928,4.3582,51.9941,4.3594,51.9914,4.3574
"1781","2624CT","2624 CT Delft, Netherlands",51.9927,4.358,51.9928,4.3592,51.9914,4.3574
"1782","2624CV","2624 CV Delft, Netherlands",51.9927,4.3578,51.9928,4.3592,51.9914,4.3574
"1783","2624CZ","2624 CZ Delft, Netherlands",51.9926,4.3575,51.9941,4.3594,51.9914,4.3557
